
폭염일수
지점/지역명 : 전국

평균 폭염일수
연도,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월,연합계,순위

2016,0,0,0,0,0,0.1,5.1,16.6,0,0,0,0,22,4
2017,0,0,0,0,0.4,1.7,5.9,5.6,0,0,0,0,13.5,7
2018,0,0,0,0,0,1.5,15.4,14.1,0,0,0,0,31,1
2019,0,0,0,0,0.5,0.5,3,9,0,0,0,0,13.1,8
2020,0,0,0,0,0,1.9,0.1,5.7,0,0,0,0,7.7,11
2021,0,0,0,0,0,0.1,8.1,3.5,0,0,0,0,11.8,9
2022,0,0,0,0,0.2,1.6,5.8,2.9,0.2,0,0,0,10.6,10
2023,0,0,0,0,0.2,0.9,4.1,9,0,0,0,0,14.2,6
2024,0,0,0,0,0,2.8,4.3,16.9,6,0,0,0,30.1,2
2025,0,0,0,0,0,2,14.5,11.5,1.6,0,0,0,29.7,3
2026,0,0,0,0,0.5,0.6,8.9,12,,,,,21.9,5
평균,0.0,0.0,0.0,0.0,0.2,1.3,6.8,9.7,0.7,0.0,0.0,0.0


가장 긴 폭염
연도,지점,시작일,종료일,지속일수
2016,합천,2016-07-23,2016-08-25,34
2017,경주시,2017-07-16,2017-07-24,9
2018,금산,2018-07-11,2018-08-16,37
2019,부안,2019-07-30,2019-08-11,13
2020,대구,2020-08-11,2020-08-21,11
2021,밀양,2021-07-20,2021-08-07,19
2022,제주,2022-08-04,2022-08-16,13
2023,양산시·의성,2023-07-26,2023-08-08,14
2024,구미·밀양·의성,2024-07-25,2024-08-20,27
2025,완도,2025-08-14,2025-09-07,25
2026,김해시·의령군·전주,2026-07-20,2026-08-10,22


가장 빠른/가장 늦은 폭염
연도,가장 빠른 지점,가장 빠른 날짜,가장 늦은 지점,가장 늦은 날짜
2016,홍천,2016-05-22,광주,2016-09-04
2017,강릉·북강릉·속초·울진·의령군·합천,2017-05-19,밀양,2017-08-29
2018,울진·의성·포항,2018-04-21,제주,2018-08-31
2019,강릉·경주시·구미·금산·대구·밀양·보은·북춘천·산청·상주·서울·영덕·영월·영천·의성·이천·정선군·제주·제천·청송군·청주·춘천·충주·포항·합천·홍천,2019-05-24,의성,2019-09-10
2020,거창·경주시·구미·대구·밀양·영천·울진·의령군·의성·청송군·포항·합천,2020-06-04,고창·고창군·순창군·정읍·해남,2020-08-31
2021,대구·밀양·의령군·함양군,2021-06-08,제주,2021-09-01
2022,경주시·밀양·양산시,2022-05-22,광양시·서귀포,2022-09-19
2023,강릉·경주시·구미·대구·동해·북강릉·산청·상주·속초·울진·의령군·의성·포항,2023-05-16,정선군,2023-09-10
2024,강릉·밀양·속초,2024-05-23,강진군·거제·거창·경주시·고창·고창·고창군·고흥·광양시·광주·군산·금산·김해시·남원·남해·대구·대전·마산·목포·밀양·보령·보성군·부산·부안·부여·북부산·북창원·산청·서귀포·서산·세종·세종(예)·수원·순창군·순천·양산시·여수·영광군·영천·완도·울산·의령군·의성·임실·장수·장흥·전주·정읍·제주·진도군·진주·창원·창원시·청송군·통영·함양군·합천·해남·흑산도,2024-09-19
2025,경주시·구미·대구·포항,2025-05-20,경주시·김해시·대구·마산·밀양·보성군·북부산·북창원·성산·양산시·울산·제주·창원·창원시·포항,2025-09-17
2026,경주시·구미·대구·밀양·상주·함양군,2026-05-16,고흥·김해시·밀양·북창원·양산시·완도·창원시,2026-08-30


전국 폭염일수

년도,날짜,지점
2018,0802,완도
2018,0802,진주
2018,0802,충주
2018,0802,부산
2018,0802,남해
2018,0802,영천
2018,0802,서산
2018,0803,임실
2018,0803,영주
2018,0803,정읍
2018,0803,보령
2018,0803,포항
2018,0803,거제
2018,0803,남원
2018,0803,서울
2018,0803,인천
2018,0803,봉화
2018,0803,창원
2018,0803,울산
2018,0803,문경
2018,0803,산청
2018,0803,인제
2018,0803,철원
2018,0803,대전
2018,0803,수원
2018,0803,홍천
2018,0803,합천
2018,0803,대구
2018,0803,거창
2018,0803,강화
2018,0803,장수
2018,0803,보은
2018,0803,추풍령
2018,0803,춘천
2018,0803,구미
2018,0803,밀양
2018,0803,천안
2018,0803,금산
2018,0803,부안
2018,0803,원주
2018,0803,청주
2018,0803,안동
2018,0803,군산
2018,0803,목포
2018,0803,이천
2018,0803,강릉
2018,0803,영덕
2018,0803,양평
2018,0803,의성
2018,0803,부여
2018,0803,전주
2018,0803,태백
2018,0803,제천
2018,0803,광주
2018,0803,진주
2018,0803,충주
2018,0803,부산
2018,0803,남해
2018,0803,영천
2018,0803,서산
2018,0804,임실
2018,0804,영주
2018,0804,정읍
2018,0804,포항
2018,0804,거제
2018,0804,남원
2018,0804,서울
2018,0804,인천
2018,0804,속초
2018,0804,봉화
2018,0804,창원
2018,0804,울산
2018,0804,산청
2018,0804,인제
2018,0804,철원
2018,0804,대전
2018,0804,장흥
2018,0804,수원
2018,0804,문경
2018,0804,홍천
2018,0804,합천
2018,0804,대구
2018,0804,거창
2018,0804,장수
2018,0804,보은
2018,0804,추풍령
2018,0804,춘천
2018,0804,구미
2018,0804,밀양
2018,0804,천안
2018,0804,부안
2018,0804,원주
2018,0804,청주
2018,0804,안동
2018,0804,군산
2018,0804,목포
2018,0804,금산
2018,0804,이천
2018,0804,강릉
2018,0804,영덕
2018,0804,울진
2018,0804,양평
2018,0804,해남
2018,0804,의성
2018,0804,부여
2018,0804,전주
2018,0804,태백
2018,0804,제천
2018,0804,광주
2018,0804,완도
2018,0804,진주
2018,0804,충주
2018,0804,부산
2018,0804,남해
2018,0804,영천
2018,0804,서산
2018,0805,임실
2018,0805,영주
2018,0805,정읍
2018,0805,보령
2018,0805,여수
2018,0805,포항
2018,0805,거제
2018,0805,남원
2018,0805,서울
2018,0805,속초
2018,0805,봉화
2018,0805,창원
2018,0805,울산
2018,0805,산청
2018,0805,인제
2018,0805,철원
2018,0805,고흥
2018,0805,대전
2018,0805,장흥
2018,0805,수원
2018,0805,문경
2018,0805,홍천
2018,0805,합천
2018,0805,대구
2018,0805,거창
2018,0805,보은
2018,0805,추풍령
2018,0805,통영
2018,0805,구미
2018,0805,밀양
2018,0805,천안
2018,0805,부안
2018,0805,원주
2018,0805,청주
2018,0805,춘천
2018,0805,안동
2018,0805,목포
2018,0805,금산
2018,0805,이천
2018,0805,강릉
2018,0805,영덕
2018,0805,울진
2018,0805,양평
2018,0805,해남
2018,0805,의성
2018,0805,부여
2018,0805,전주
2018,0805,제천
2018,0805,광주
2018,0805,완도
2018,0805,진주
2018,0805,충주
2018,0805,부산
2018,0805,남해
2018,0805,영천
2018,0805,서산
2018,0806,서산
2018,0806,영천
2018,0806,보령
2018,0806,여수
2018,0806,거제
2018,0806,남원
2018,0806,임실
2018,0806,서울
2018,0806,창원
2018,0806,울산
2018,0806,산청
2018,0806,철원
2018,0806,고흥
2018,0806,대전
2018,0806,장흥
2018,0806,수원
2018,0806,문경
2018,0806,홍천
2018,0806,합천
2018,0806,대구
2018,0806,거창
2018,0806,강화
2018,0806,장수
2018,0806,보은
2018,0806,추풍령
2018,0806,통영
2018,0806,구미
2018,0806,밀양
2018,0806,천안
2018,0806,부안
2018,0806,청주
2018,0806,춘천
2018,0806,안동
2018,0806,군산
2018,0806,목포
2018,0806,금산
2018,0806,이천
2018,0806,양평
2018,0806,해남
2018,0806,의성
2018,0806,부여
2018,0806,전주
2018,0806,광주
2018,0806,완도
2018,0806,진주
2018,0806,충주
2018,0806,부산
2018,0806,남해
2018,0806,정읍
2018,0807,서산
2018,0807,영주
2018,0807,보령
2018,0807,거제
2018,0807,남원
2018,0807,임실
2018,0807,서울
2018,0807,인천
2018,0807,창원
2018,0807,산청
2018,0807,인제
2018,0807,철원
2018,0807,대전
2018,0807,수원
2018,0807,문경
2018,0807,홍천
2018,0807,합천
2018,0807,거창
2018,0807,강화
2018,0807,장수
2018,0807,보은
2018,0807,통영
2018,0807,원주
2018,0807,구미
2018,0807,밀양
2018,0807,천안
2018,0807,부안
2018,0807,청주
2018,0807,춘천
2018,0807,안동
2018,0807,군산
2018,0807,목포
2018,0807,금산
2018,0807,이천
2018,0807,양평
2018,0807,의성
2018,0807,부여
2018,0807,전주
2018,0807,제천
2018,0807,광주
2018,0807,진주
2018,0807,충주
2018,0807,남해
2018,0807,정읍
2018,0808,서산
2018,0808,정읍
2018,0808,보령
2018,0808,거제
2018,0808,남원
2018,0808,임실
2018,0808,서울
2018,0808,인천
2018,0808,봉화
2018,0808,창원
2018,0808,산청
2018,0808,인제
2018,0808,철원
2018,0808,고흥
2018,0808,대전
2018,0808,장흥
2018,0808,수원
2018,0808,문경
2018,0808,합천
2018,0808,대구
2018,0808,거창
2018,0808,장수
2018,0808,보은
2018,0808,추풍령
2018,0808,통영
2018,0808,홍천
2018,0808,원주
2018,0808,구미
2018,0808,밀양
2018,0808,천안
2018,0808,부안
2018,0808,청주
2018,0808,춘천
2018,0808,안동
2018,0808,군산
2018,0808,목포
2018,0808,금산
2018,0808,이천
2018,0808,양평
2018,0808,해남
2018,0808,부여
2018,0808,전주
2018,0808,제천
2018,0808,완도
2018,0808,진주
2018,0808,충주
2018,0808,의성
2018,0808,남해
2018,0808,영천
2018,0808,영주
2018,0808,광주
2018,0809,정읍
2018,0809,광주
2018,0809,남원
2018,0809,임실
2018,0809,창원
2018,0809,산청
2018,0809,고흥
2018,0809,대전
2018,0809,장흥
2018,0809,수원
2018,0809,문경
2018,0809,합천
2018,0809,대구
2018,0809,거창
2018,0809,장수
2018,0809,보은
2018,0809,추풍령
2018,0809,홍천
2018,0809,원주
2018,0809,구미
2018,0809,밀양
2018,0809,천안
2018,0809,부안
2018,0809,청주
2018,0809,안동
2018,0809,목포
2018,0809,금산
2018,0809,양평
2018,0809,해남
2018,0809,부여
2018,0809,전주
2018,0809,제천
2018,0809,완도
2018,0809,진주
2018,0809,충주
2018,0809,의성
2018,0809,남해
2018,0809,영천
2018,0809,영주
2018,0809,거제
2018,0810,서산
2018,0810,광주
2018,0810,보령
2018,0810,남원
2018,0810,임실
2018,0810,서울
2018,0810,인천
2018,0810,철원
2018,0810,대전
2018,0810,장흥
2018,0810,수원
2018,0810,합천
2018,0810,강화
2018,0810,장수
2018,0810,보은
2018,0810,홍천
2018,0810,원주
2018,0810,천안
2018,0810,부안
2018,0810,청주
2018,0810,춘천
2018,0810,군산
2018,0810,목포
2018,0810,금산
2018,0810,이천
2018,0810,양평
2018,0810,해남
2018,0810,부여
2018,0810,전주
2018,0810,제천
2018,0810,완도
2018,0810,충주
2018,0810,정읍
2018,0811,서산
2018,0811,광주
2018,0811,보령
2018,0811,인천
2018,0811,인제
2018,0811,철원
2018,0811,서울
2018,0811,대전
2018,0811,수원
2018,0811,강화
2018,0811,통영
2018,0811,홍천
2018,0811,원주
2018,0811,부안
2018,0811,청주
2018,0811,춘천
2018,0811,군산
2018,0811,목포
2018,0811,금산
2018,0811,이천
2018,0811,양평
2018,0811,부여
2018,0811,전주
2018,0811,제천
2018,0811,충주
2018,0811,의성
2018,0811,정읍
2018,0812,서산
2018,0812,광주
2018,0812,보령
2018,0812,남원
2018,0812,임실
2018,0812,인천
2018,0812,창원
2018,0812,인제
2018,0812,철원
2018,0812,서울
2018,0812,대전
2018,0812,수원
2018,0812,강화
2018,0812,합천
2018,0812,통영
2018,0812,홍천
2018,0812,원주
2018,0812,밀양
2018,0812,천안
2018,0812,부안
2018,0812,청주
2018,0812,춘천
2018,0812,군산
2018,0812,목포
2018,0812,금산
2018,0812,이천
2018,0812,양평
2018,0812,부여
2018,0812,전주
2018,0812,제천
2018,0812,충주
2018,0812,의성
2018,0812,정읍
2018,0813,서산
2018,0813,광주
2018,0813,여수
2018,0813,포항
2018,0813,거제
2018,0813,남원
2018,0813,임실
2018,0813,인천
2018,0813,봉화
2018,0813,창원
2018,0813,울산
2018,0813,보령
2018,0813,산청
2018,0813,인제
2018,0813,철원
2018,0813,고흥
2018,0813,서울
2018,0813,대전
2018,0813,수원
2018,0813,강화
2018,0813,문경
2018,0813,합천
2018,0813,대구
2018,0813,거창
2018,0813,장수
2018,0813,보은
2018,0813,추풍령
2018,0813,통영
2018,0813,홍천
2018,0813,원주
2018,0813,구미
2018,0813,밀양
2018,0813,천안
2018,0813,부안
2018,0813,청주
2018,0813,춘천
2018,0813,안동
2018,0813,군산
2018,0813,목포
2018,0813,금산
2018,0813,이천
2018,0813,영덕
2018,0813,양평
2018,0813,해남
2018,0813,부여
2018,0813,전주
2018,0813,제천
2018,0813,진주
2018,0813,충주
2018,0813,의성
2018,0813,부산
2018,0813,남해
2018,0813,영천
2018,0813,영주
2018,0813,정읍
2018,0814,서산
2018,0814,광주
2018,0814,여수
2018,0814,포항
2018,0814,거제
2018,0814,남원
2018,0814,임실
2018,0814,인천
2018,0814,속초
2018,0814,봉화
2018,0814,창원
2018,0814,울산
2018,0814,보령
2018,0814,산청
2018,0814,인제
2018,0814,철원
2018,0814,고흥
2018,0814,서울
2018,0814,대전
2018,0814,장흥
2018,0814,수원
2018,0814,강화
2018,0814,문경
2018,0814,합천
2018,0814,대구
2018,0814,거창
2018,0814,보은
2018,0814,추풍령
2018,0814,통영
2018,0814,홍천
2018,0814,원주
2018,0814,구미
2018,0814,밀양
2018,0814,천안
2018,0814,장수
2018,0814,부안
2018,0814,청주
2018,0814,춘천
2018,0814,안동
2018,0814,군산
2018,0814,목포
2018,0814,금산
2018,0814,이천
2018,0814,강릉
2018,0814,영덕
2018,0814,양평
2018,0814,해남
2018,0814,부여
2018,0814,전주
2018,0814,제천
2018,0814,완도
2018,0814,진주
2018,0814,충주
2018,0814,의성
2018,0814,부산
2018,0814,남해
2018,0814,영천
2018,0814,영주
2018,0814,정읍
2018,0815,서산
2018,0815,광주
2018,0815,여수
2018,0815,거제
2018,0815,남원
2018,0815,임실
2018,0815,인천
2018,0815,봉화
2018,0815,창원
2018,0815,보령
2018,0815,산청
2018,0815,인제
2018,0815,철원
2018,0815,고흥
2018,0815,서울
2018,0815,대전
2018,0815,장흥
2018,0815,수원
2018,0815,강화
2018,0815,문경
2018,0815,합천
2018,0815,대구
2018,0815,거창
2018,0815,보은
2018,0815,추풍령
2018,0815,통영
2018,0815,홍천
2018,0815,원주
2018,0815,구미
2018,0815,밀양
2018,0815,천안
2018,0815,장수
2018,0815,부안
2018,0815,청주
2018,0815,춘천
2018,0815,안동
2018,0815,군산
2018,0815,목포
2018,0815,금산
2018,0815,이천
2018,0815,양평
2018,0815,해남
2018,0815,부여
2018,0815,전주
2018,0815,제천
2018,0815,완도
2018,0815,진주
2018,0815,충주
2018,0815,의성
2018,0815,부산
2018,0815,남해
2018,0815,영천
2018,0815,영주
2018,0815,정읍
2018,0816,서산
2018,0816,광주
2018,0816,인천
2018,0816,보령
2018,0816,서울
2018,0816,대전
2018,0816,수원
2018,0816,강화
2018,0816,보은
2018,0816,구미
2018,0816,천안
2018,0816,부안
2018,0816,청주
2018,0816,금산
2018,0816,군산
2018,0816,목포
2018,0816,이천
2018,0816,양평
2018,0816,부여
2018,0816,전주
2018,0816,충주
2018,0816,의성
2018,0816,정읍
2018,0817,정읍
2018,0817,보령
2018,0817,전주
2018,0817,부안
2018,0817,서울
2018,0818,광주
2018,0818,목포
2018,0819,정읍
2018,0819,광주
2018,0819,대전
2018,0819,수원
2018,0819,합천
2018,0819,보은
2018,0819,홍천
2018,0819,금산
2018,0819,안동
2018,0819,목포
2018,0819,양평
2018,0819,부여
2018,0819,충주
2018,0819,의성
2018,0819,서울
2018,0820,정읍
2018,0820,광주
2018,0820,문경
2018,0820,합천
2018,0820,대전
2018,0820,보은
2018,0820,홍천
2018,0820,밀양
2018,0820,천안
2018,0820,부안
2018,0820,청주
2018,0820,금산
2018,0820,안동
2018,0820,군산
2018,0820,이천
2018,0820,부여
2018,0820,전주
2018,0820,충주
2018,0820,의성
2018,0820,서울
2018,0821,정읍
2018,0821,광주
2018,0821,거제
2018,0821,남원
2018,0821,임실
2018,0821,창원
2018,0821,산청
2018,0821,고흥
2018,0821,문경
2018,0821,합천
2018,0821,대구
2018,0821,거창
2018,0821,추풍령
2018,0821,구미
2018,0821,밀양
2018,0821,부안
2018,0821,금산
2018,0821,안동
2018,0821,목포
2018,0821,해남
2018,0821,전주
2018,0821,진주
2018,0821,의성
2018,0821,남해
2018,0821,영천
2018,0821,포항
2018,0822,서산
2018,0822,광주
2018,0822,남원
2018,0822,임실
2018,0822,인천
2018,0822,창원
2018,0822,보령
2018,0822,산청
2018,0822,인제
2018,0822,고흥
2018,0822,서울
2018,0822,장흥
2018,0822,수원
2018,0822,문경
2018,0822,합천
2018,0822,대구
2018,0822,거창
2018,0822,대전
2018,0822,보은
2018,0822,추풍령
2018,0822,홍천
2018,0822,원주
2018,0822,구미
2018,0822,밀양
2018,0822,천안
2018,0822,부안
2018,0822,청주
2018,0822,금산
2018,0822,춘천
2018,0822,안동
2018,0822,군산
2018,0822,목포
2018,0822,이천
2018,0822,양평
2018,0822,해남
2018,0822,부여
2018,0822,전주
2018,0822,제천
2018,0822,완도
2018,0822,진주
2018,0822,충주
2018,0822,의성
2018,0822,남해
2018,0822,영천
2018,0822,영주
2018,0822,정읍
2018,0823,수원
2018,0823,청주
2018,0823,보은
2018,0824,포항
2018,0824,영천
2018,0824,대구
2018,0828,합천
2018,0829,포항
2018,0829,대구
2018,0829,추풍령
2018,0829,영천
2018,0829,전주
2018,0829,의성
2018,0829,부안
2019,0524,영천
2019,0524,서울
2019,0524,산청
2019,0524,대구
2019,0524,홍천
2019,0524,합천
2019,0524,구미
2019,0524,보은
2019,0524,청주
2019,0524,춘천
2019,0524,밀양
2019,0524,금산
2019,0524,이천
2019,0524,영덕
2019,0524,포항
2019,0524,의성
2019,0524,충주
2019,0524,강릉
2019,0524,제천
2019,0525,강릉
2019,0525,속초
2019,0525,밀양
2019,0525,합천
2019,0525,영덕
2019,0525,울진
2019,0526,영천
2019,0526,강릉
2019,0526,의성
2019,0526,청주
2019,0526,충주
2019,0526,포항
2019,0526,대구
2019,0526,보은
2019,0603,영천
2019,0603,대구
2019,0604,영천
2019,0604,밀양
2019,0604,합천
2019,0604,의성
2019,0604,영덕
2019,0604,강릉
2019,0604,대구
2019,0605,의성
2019,0605,산청
2019,0605,영천
2019,0605,문경
2019,0605,대구
2019,0605,합천
2019,0605,밀양
2019,0605,구미
2019,0620,강릉
2019,0620,대구
2019,0620,영천
2019,0621,의성
2019,0621,대구
2019,0621,합천
2019,0625,청주
2019,0625,보은
2019,0625,제천
2019,0625,홍천
2019,0625,의성
2019,0625,구미
2019,0625,대전
2019,0625,부여
2019,0630,강릉
2019,0704,홍천
2019,0704,이천
2019,0704,원주
2019,0704,양평
2019,0704,장흥
2019,0704,춘천
2019,0705,서산
2019,0705,임실
2019,0705,안동
2019,0705,춘천
2019,0705,원주
2019,0705,청주
2019,0705,부안
2019,0705,천안
2019,0705,구미
2019,0705,합천
2019,0705,홍천
2019,0705,수원
2019,0705,의성
2019,0705,충주
2019,0705,제천
2019,0705,부여
2019,0705,양평
2019,0705,이천
2019,0705,금산
2019,0705,서울
2019,0705,산청
2019,0705,문경
2019,0705,철원
2019,0705,인제
2019,0705,대전
2019,0705,보은
2019,0706,대전
2019,0706,철원
2019,0706,보령
2019,0706,서울
2019,0706,인천
2019,0706,서산
2019,0706,정읍
2019,0706,춘천
2019,0706,원주
2019,0706,청주
2019,0706,홍천
2019,0706,수원
2019,0706,강화
2019,0706,충주
2019,0706,부여
2019,0706,전주
2019,0706,양평
2019,0706,이천
2019,0706,부안
2019,0706,군산
2019,0718,홍천
2019,0718,춘천
2019,0719,인제
2019,0719,철원
2019,0719,서울
2019,0719,인천
2019,0719,이천
2019,0719,홍천
2019,0719,수원
2019,0719,강화
2019,0719,양평
2019,0719,춘천
2019,0722,대구
2019,0722,산청
2019,0722,속초
2019,0722,포항
2019,0722,청주
2019,0722,울진
2019,0722,합천
2019,0722,의성
2019,0722,영천
2019,0722,강릉
2019,0722,영덕
2019,0722,밀양
2019,0723,대구
2019,0723,강릉
2019,0723,산청
2019,0723,울산
2019,0723,속초
2019,0723,정읍
2019,0723,포항
2019,0723,안동
2019,0723,청주
2019,0723,보은
2019,0723,구미
2019,0723,밀양
2019,0723,합천
2019,0723,홍천
2019,0723,수원
2019,0723,대전
2019,0723,의성
2019,0723,충주
2019,0723,영천
2019,0723,영덕
2019,0723,울진
2019,0723,양평
2019,0723,이천
2019,0723,문경
2019,0724,강릉
2019,0724,포항
2019,0725,속초
2019,0725,강릉
2019,0725,울진
2019,0726,영덕
2019,0726,포항
2019,0727,서울
2019,0727,포항
2019,0727,춘천
2019,0727,원주
2019,0727,홍천
2019,0727,이천
2019,0727,충주
2019,0727,제천
2019,0727,영덕
2019,0727,양평
2019,0727,수원
2019,0728,대구
2019,0728,포항
2019,0728,영덕
2019,0728,영천
2019,0728,의성
2019,0729,대구
2019,0729,강릉
2019,0729,산청
2019,0729,속초
2019,0729,포항
2019,0729,청주
2019,0729,금산
2019,0729,보은
2019,0729,구미
2019,0729,합천
2019,0729,의성
2019,0729,영천
2019,0729,전주
2019,0729,영덕
2019,0729,울진
2019,0729,문경
2019,0730,대구
2019,0730,부안
2019,0730,산청
2019,0730,속초
2019,0730,포항
2019,0730,안동
2019,0730,청주
2019,0730,금산
2019,0730,보은
2019,0730,추풍령
2019,0730,구미
2019,0730,밀양
2019,0730,합천
2019,0730,대전
2019,0730,영천
2019,0730,전주
2019,0730,의성
2019,0730,영덕
2019,0730,울진
2019,0730,강릉
2019,0730,문경
2019,0731,장흥
2019,0731,안동
2019,0731,문경
2019,0731,산청
2019,0731,울산
2019,0731,남원
2019,0731,포항
2019,0731,영덕
2019,0731,청주
2019,0731,금산
2019,0731,보은
2019,0731,구미
2019,0731,밀양
2019,0731,거창
2019,0731,합천
2019,0731,대전
2019,0731,영천
2019,0731,전주
2019,0731,의성
2019,0731,울진
2019,0731,강릉
2019,0731,부안
2019,0731,대구
2019,0801,대구
2019,0801,안동
2019,0801,산청
2019,0801,울산
2019,0801,창원
2019,0801,속초
2019,0801,정읍
2019,0801,남원
2019,0801,임실
2019,0801,포항
2019,0801,영덕
2019,0801,청주
2019,0801,금산
2019,0801,보은
2019,0801,추풍령
2019,0801,구미
2019,0801,밀양
2019,0801,거창
2019,0801,합천
2019,0801,대전
2019,0801,남해
2019,0801,진주
2019,0801,광주
2019,0801,영천
2019,0801,부여
2019,0801,전주
2019,0801,의성
2019,0801,울진
2019,0801,이천
2019,0801,강릉
2019,0801,부안
2019,0801,문경
2019,0802,대구
2019,0802,안동
2019,0802,고흥
2019,0802,문경
2019,0802,산청
2019,0802,거제
2019,0802,울산
2019,0802,봉화
2019,0802,창원
2019,0802,서울
2019,0802,속초
2019,0802,정읍
2019,0802,남원
2019,0802,임실
2019,0802,여수
2019,0802,포항
2019,0802,영덕
2019,0802,춘천
2019,0802,원주
2019,0802,청주
2019,0802,금산
2019,0802,추풍령
2019,0802,천안
2019,0802,장수
2019,0802,구미
2019,0802,밀양
2019,0802,거창
2019,0802,합천
2019,0802,통영
2019,0802,홍천
2019,0802,보은
2019,0802,수원
2019,0802,대전
2019,0802,장흥
2019,0802,영주
2019,0802,부산
2019,0802,남해
2019,0802,진주
2019,0802,충주
2019,0802,광주
2019,0802,영천
2019,0802,태백
2019,0802,제천
2019,0802,부여
2019,0802,전주
2019,0802,의성
2019,0802,양평
2019,0802,이천
2019,0802,강릉
2019,0802,부안
2019,0802,해남
2019,0802,인제
2019,0803,대구
2019,0803,인제
2019,0803,철원
2019,0803,문경
2019,0803,산청
2019,0803,수원
2019,0803,거제
2019,0803,울산
2019,0803,보령
2019,0803,봉화
2019,0803,창원
2019,0803,서울
2019,0803,인천
2019,0803,서산
2019,0803,정읍
2019,0803,남원
2019,0803,임실
2019,0803,영덕
2019,0803,춘천
2019,0803,원주
2019,0803,청주
2019,0803,금산
2019,0803,추풍령
2019,0803,천안
2019,0803,장수
2019,0803,구미
2019,0803,밀양
2019,0803,거창
2019,0803,합천
2019,0803,통영
2019,0803,홍천
2019,0803,보은
2019,0803,강화
2019,0803,대전
2019,0803,장흥
2019,0803,영주
2019,0803,남해
2019,0803,진주
2019,0803,충주
2019,0803,광주
2019,0803,영천
2019,0803,제천
2019,0803,부여
2019,0803,전주
2019,0803,의성
2019,0803,양평
2019,0803,이천
2019,0803,부안
2019,0803,군산
2019,0803,목포
2019,0803,해남
2019,0803,안동
2019,0804,인제
2019,0804,안동
2019,0804,문경
2019,0804,산청
2019,0804,수원
2019,0804,거제
2019,0804,울산
2019,0804,봉화
2019,0804,창원
2019,0804,서울
2019,0804,인천
2019,0804,정읍
2019,0804,남원
2019,0804,임실
2019,0804,포항
2019,0804,영덕
2019,0804,춘천
2019,0804,원주
2019,0804,청주
2019,0804,금산
2019,0804,추풍령
2019,0804,천안
2019,0804,장수
2019,0804,구미
2019,0804,밀양
2019,0804,거창
2019,0804,합천
2019,0804,통영
2019,0804,홍천
2019,0804,보은
2019,0804,대전
2019,0804,장흥
2019,0804,대구
2019,0804,영주
2019,0804,남해
2019,0804,진주
2019,0804,충주
2019,0804,광주
2019,0804,영천
2019,0804,제천
2019,0804,부여
2019,0804,전주
2019,0804,의성
2019,0804,양평
2019,0804,이천
2019,0804,부안
2019,0804,군산
2019,0804,목포
2019,0804,해남
2019,0804,철원
2019,0805,영주
2019,0805,남해
2019,0805,진주
2019,0805,충주
2019,0805,광주
2019,0805,영천
2019,0805,제천
2019,0805,부여
2019,0805,전주
2019,0805,의성
2019,0805,양평
2019,0805,이천
2019,0805,부안
2019,0805,군산
2019,0805,해남
2019,0805,안동
2019,0805,영덕
2019,0805,춘천
2019,0805,원주
2019,0805,청주
2019,0805,금산
2019,0805,추풍령
2019,0805,천안
2019,0805,장수
2019,0805,구미
2019,0805,밀양
2019,0805,거창
2019,0805,합천
2019,0805,통영
2019,0805,홍천
2019,0805,보은
2019,0805,강화
2019,0805,대전
2019,0805,장흥
2019,0805,대구
2019,0805,인제
2019,0805,철원
2019,0805,고흥
2019,0805,문경
2019,0805,산청
2019,0805,수원
2019,0805,거제
2019,0805,보령
2019,0805,봉화
2019,0805,서울
2019,0805,인천
2019,0805,서산
2019,0805,정읍
2019,0805,남원
2019,0805,임실
2019,0806,충주
2019,0806,서산
2019,0806,부여
2019,0806,양평
2019,0806,이천
2019,0806,부안
2019,0806,군산
2019,0806,목포
2019,0806,해남
2019,0806,춘천
2019,0806,원주
2019,0806,청주
2019,0806,홍천
2019,0806,강화
2019,0806,장흥
2019,0806,인제
2019,0806,철원
2019,0806,수원
2019,0806,보령
2019,0806,서울
2019,0806,인천
2019,0806,광주
2019,0807,남해
2019,0807,포항
2019,0807,광주
2019,0807,영천
2019,0807,부여
2019,0807,전주
2019,0807,의성
2019,0807,이천
2019,0807,부안
2019,0807,해남
2019,0807,영덕
2019,0807,청주
2019,0807,구미
2019,0807,밀양
2019,0807,거창
2019,0807,합천
2019,0807,대전
2019,0807,장흥
2019,0807,대구
2019,0807,문경
2019,0807,남원
2019,0807,임실
2019,0807,진주
2019,0808,남해
2019,0808,거제
2019,0808,광주
2019,0808,영천
2019,0808,제천
2019,0808,부여
2019,0808,전주
2019,0808,의성
2019,0808,양평
2019,0808,이천
2019,0808,강릉
2019,0808,부안
2019,0808,목포
2019,0808,해남
2019,0808,안동
2019,0808,영덕
2019,0808,밀양
2019,0808,합천
2019,0808,통영
2019,0808,홍천
2019,0808,보은
2019,0808,대전
2019,0808,대구
2019,0808,고흥
2019,0808,문경
2019,0808,산청
2019,0808,수원
2019,0808,울산
2019,0808,창원
2019,0808,속초
2019,0808,정읍
2019,0808,남원
2019,0808,포항
2019,0808,진주
2019,0809,남해
2019,0809,거제
2019,0809,충주
2019,0809,광주
2019,0809,영천
2019,0809,제천
2019,0809,부여
